title,unique_id,run_time,metascore,genres,month,year,description,director,stars,netflix_id
The Wolfpack (2015),tt2415458,90,75,"Documentary,Biography",6,2015,"Locked away from society in an apartment on the Lower East Side of Manhattan, the Angulo brothers learn about the outside world through the films that they watch. Nicknamed, 'The Wolfpack,' the brothers spend their childhood reenacting their favorite films using elaborate homemade props and costumes. Their world is shaken up when one of the brothers escapes and everything changes.",Crystal Moselle,"Bhagavan Angulo,Govinda Angulo,Jagadisa Angulo,Krsna Angulo",
Set Fire to the Stars (2014),tt3455740,97,49,"Biography,Drama",6,2015,"An aspiring poet in 1950s New York has his ordered world shaken when he embarks on a week-long retreat to save his hell raising hero, Dylan Thomas.",Andy Goddard,"Elijah Wood,Celyn Jones,Kelly Reilly,Steven Mackintosh",80039426
Soaked in Bleach (2015),tt3253624,90,50,"Documentary,Crime,Drama,Music,Mystery",6,2015,"Tom Grant, a private investigator once hired by Courtney Love, reveals his take on the death of Kurt Cobain.",Benjamin Statler,"Ryan Aigner,Pat Asanti,Brett Ball,John Ball",
The 11th Hour (2014),tt3004746,97,32,"Drama,Thriller",6,2015,Successful businesswoman Maria has achieved everything except what she wants the most - a baby of her own. She decides to deal with the matter by herself and embarks on a desperate and dangerous journey in order to make her dream come true.,Anders Morgenthaler,"Kim Basinger,Jordan Prentice,Sebastian Schipper,Peter Stormare",
Inside Out (2015),tt2096673,94,94,"Animation,Adventure,Comedy,Drama,Family,Fantasy",6,2015,"After young Riley is uprooted from her Midwest life and moved to San Francisco, her emotions - Joy, Fear, Anger, Disgust and Sadness - conflict on how best to navigate a new city, house, and school.",Pete Docter,"Amy Poehler,Bill Hader,Lewis Black,Mindy Kaling",
Dope (2015),tt3850214,103,72,"Comedy,Crime,Drama",6,2015,"Life changes for Malcolm, a geek who's surviving life in a tough neighborhood, after a chance invitation to an underground party leads him and his friends into a Los Angeles adventure.",Rick Famuyiwa,"Shameik Moore,Tony Revolori,Kiersey Clemons,Kimberly Elise",
Infinitely Polar Bear (2014),tt1969062,90,64,"Comedy,Drama",6,2015,"A manic-depressive mess of a father tries to win back his wife by attempting to take full responsibility of their two young, spirited daughters, who don't make the overwhelming task any easier.",Maya Forbes,"Mark Ruffalo,Zoe Saldana,Imogene Wolodarsky,Ashley Aufderheide",
Manglehorn (2014),tt2893490,97,56,Drama,6,2015,"Left heartbroken by the woman he loved and lost many years ago, Manglehorn, an eccentric small-town locksmith, tries to start his life over again with the help of a new friend.",David Gordon Green,"Al Pacino,Holly Hunter,Harmony Korine,Chris Messina",
Eden (2014),tt3090634,131,82,"Drama,Music",6,2015,"Paul, a teenager in the underground scene of early-nineties Paris, forms a DJ collective with his friends and together they plunge into the nightlife of sex, drugs, and endless music.",Mia Hansen-Løve,"Félix de Givry,Pauline Etienne,Vincent Macaigne,Hugo Conzelmann",
Gabriel (2014),tt2393805,85,67,"Drama,Family,Thriller",6,2015,"A troubled young man searches obsessively for his first love, risking everything in an increasingly desperate pursuit.",Lou Howe,"Rory Culkin,David Call,Deirdre O'Connell,Lynn Cohen",
The Overnight (2015),tt3844362,79,65,"Comedy,Mystery",6,2015,"Alex, Emily, and their son, RJ, are new to Los Angeles. A chance meeting at the park introduces them to the mysterious Kurt, Charlotte, and Max. A family ""playdate"" becomes increasingly interesting as the night goes on.",Patrick Brice,"Adam Scott,Taylor Schilling,Jason Schwartzman,Judith Godrèche",
Plemya (2014),tt1745787,126,78,"Crime,Drama",6,2015,A deaf teenager struggles to fit into the boarding school system.,Miroslav Slaboshpitsky,"Grigoriy Fesenko,Yana Novikova,Rosa Babiy,Alexander Dsiadevich",
Ted 2 (2015),tt2637276,115,48,Comedy,6,2015,"Newlywed couple Ted and Tami-Lynn want to have a baby, but in order to qualify to be a parent, Ted will have to prove he's a person in a court of law.",Seth MacFarlane,"Mark Wahlberg,Seth MacFarlane,Amanda Seyfried,Jessica Barth",
Max (2015),tt3369806,111,47,"Adventure,Family",6,2015,A dog that helped US Marines in Afghanistan returns to the U.S. and is adopted by his handler's family after suffering a traumatic experience.,Boaz Yakin,"Thomas Haden Church,Josh Wiggins,Luke Kleintank,Lauren Graham",
A Little Chaos (2014),tt2639254,117,51,"Drama,Romance",6,2015,Two talented landscape artists become romantically entangled while building a garden in King Louis XIV's palace at Versailles.,Alan Rickman,"Kate Winslet,Alan Rickman,Stanley Tucci,Matthias Schoenaerts",
Escobar: Paradise Lost (2014),tt2515030,120,56,"Crime,Drama,Romance,Thriller",6,2015,"In Colombia, a young surfer meets the woman of his dreams - and then he meets her uncle, Pablo Escobar.",Andrea Di Stefano,"Benicio Del Toro,Josh Hutcherson,Claudia Traisac,Brady Corbet",
Big Game (2014),tt2088003,110,53,"Action,Adventure",6,2015,A young teenager camping in the woods helps rescue the President of the United States when Air Force One is shot down near his campsite.,Jalmari Helander,"Samuel L. Jackson,Onni Tommila,Ray Stevenson,Victor Garber",
Batkid Begins (2015),tt3884528,87,63,"Documentary,Biography,Family",6,2015,"On one day, in one city, the world comes together to grant one 5 year old cancer patient his wish. Batkid Begins looks at the 'why' of this flash phenomenon.",Dana Nachman,"Teresa Clovicko,Audrey Copper,Katie Cotton,James Coyne",
The Little Death (2014),tt2785032,96,46,"Comedy,Drama,Romance",6,2015,The secret lives of five suburban couples living in Sydney reveal both the fetishes and the repercussions that come with sharing them.,Josh Lawson,"Bojana Novakovic,Damon Herriman,Josh Lawson,Ben Lawson",80018346
A Murder in the Park (2014),tt3168808,91,69,"Documentary,Crime,History,News",6,2015,"Documentary filmmakers assert that Anthony Porter - a former death-row inmate who was spared the death penalty thanks to the efforts of a college journalism program - was actually guilty, and an innocent man was sent to prison.",Christopher S. Rech,"Dexter Hammett,Joseph Alex,Jason Patrick,Denny Castiglione",
Felt (2014),tt3854104,80,54,"Horror,Romance,Thriller",6,2015,A woman creates an alter ego in hopes of overcoming the trauma inflicted by men in her life.,Jason Banker,"Amy Everson,Kentucker Audley,Ryan Creighton,Elisabeth Ferrara",80019073
Terminator Genisys (2015),tt1340138,126,38,"Action,Adventure,Sci-Fi,Thriller",7,2015,"When John Connor, leader of the human resistance, sends Sgt. Kyle Reese back to 1984 to protect Sarah Connor and safeguard the future, an unexpected turn of events creates a fractured timeline.",Alan Taylor,"Arnold Schwarzenegger,Jason Clarke,Emilia Clarke,Jai Courtney",
Magic Mike XXL (2015),tt2268016,115,60,"Comedy,Drama,Music",7,2015,"Three years after Mike bowed out of the stripper life at the top of his game, he and the remaining Kings of Tampa hit the road to Myrtle Beach to put on one last blow-out performance.",Gregory Jacobs,"Channing Tatum,Joe Manganiello,Matt Bomer,Adam Rodriguez",
Amy (2015),tt2870648,128,85,"Documentary,Biography,Music",7,2015,"The story of Amy Winehouse in her own words, featuring unseen archival footage and unheard tracks.",Asif Kapadia,"Amy Winehouse,Mitch Winehouse,Mark Ronson,Russell Brand",
Faith of Our Fathers (2015),tt1322393,96,20,Drama,7,2015,Two men embark on a trip to the Vietnam Veterans Memorial guided by the letters their fathers wrote while serving in the war.,Carey Scott,"David A.R. White,Kevin Downes,Stephen Baldwin,Candace Cameron Bure",
Cartel Land (2015),tt4126304,100,76,"Documentary,Action,Drama,War",7,2015,"A physician in Michoacán, Mexico leads a citizen uprising against the drug cartel that has wreaked havoc on the region for years. Across the U.S. border, a veteran heads a paramilitary group working to prevent Mexico's drug wars from entering U.S. territory.",Matthew Heineman,Robert Hetrick,
Jimmy's Hall (2014),tt3110960,109,63,Drama,7,2015,"During the Depression, Jimmy Gralton returns home to Ireland after ten years of exile in America. Seeing the levels of poverty and oppression, the activist in him reawakens and he looks to re-open the dance hall that led to his deportation.",Ken Loach,"Barry Ward,Francis Magee,Aileen Henry,Simone Kirby",
Mala Mala (2014),tt3314958,87,75,"Documentary,Biography,Drama,News",7,2015,A documentary about the power of transformation told through the eyes of 9 trans-identifying individuals in Puerto Rico.,Antonio Santini,"Jason Carrión,Paxx Moll,Alberic Prados,Queen Bee Ho",
Jackie & Ryan (2014),tt3270108,90,55,Drama,7,2015,"A modern day train hopper fighting to become a successful musician, and a single mom battling to maintain custody of her daughter, defy their circumstances by coming together in a relationship that may change each others lives forever.",Ami Canaan Mann,"Katherine Heigl,Clea DuVall,Ben Barnes,Sheryl Lee",
Minions (2015),tt2293640,91,56,"Animation,Comedy,Family",7,2015,"Minions Stuart, Kevin and Bob are recruited by Scarlett Overkill, a super-villain who, alongside her inventor husband Herb, hatches a plot to take over the world.",Kyle Balda,"Sandra Bullock,Jon Hamm,Michael Keaton,Pierre Coffin",
The Gallows (2015),tt2309260,81,30,"Horror,Thriller",7,2015,"20 years after a horrific accident during a small town school play, students at the school resurrect the failed show in a misguided attempt to honor the anniversary of the tragedy - but soon discover that some things are better left alone.",Travis Cluff,"Reese Mishler,Pfeifer Brown,Ryan Shoos,Cassidy Gifford",
Self/less (2015),tt2140379,117,34,"Action,Drama,Mystery,Sci-Fi,Thriller",7,2015,"A dying real estate mogul transfers his consciousness into a healthy young body, but soon finds that neither the procedure nor the company that performed it are quite what they seem.",Tarsem Singh,"Ryan Reynolds,Natalie Martinez,Matthew Goode,Ben Kingsley",
Boulevard (2014),tt2624412,88,52,Drama,7,2015,A devoted husband in a marriage of convenience is forced to confront his secret life.,Dito Montiel,"Robin Williams,Roberto Aguire,Kathy Baker,Bob Odenkirk",
Do I Sound Gay? (2014),tt3997238,77,65,Documentary,7,2015,A documentary about the stereotype of the gay voice.,David Thorpe,"David Thorpe,George Takei,Tim Gunn,David Sedaris",
Tangerine (2015),tt3824458,88,85,"Comedy,Drama",7,2015,A working girl tears through Tinseltown on Christmas Eve searching for the pimp who broke her heart.,Sean Baker,"Kitana Kiki Rodriguez,Mya Taylor,Karren Karagulian,Mickey O'Hagan",
Nowitzki: The Perfect Shot (2014),tt3626804,105,,"Documentary,Biography,Sport",7,2015,"A documentary that follows the early career of basketball star Dirk Nowitzki, his relationship with coach and mentor Holger Geschwindner, and their path to NBA glory.",Sebastian Dehnhardt,"Dirk Nowitzki,Holger Geschwindner,Kobe Bryant,Rick Carlisle",
Meet Me in Montenegro (2014),tt2151739,90,51,"Comedy,Drama,Romance",7,2015,A comedy centered on a failed American writer who enters into an affair after a chance encounter with a European dancer.,Alex Holdridge,"Alex Holdridge,Linnea Saasen,Rupert Friend,Jennifer Ulrich",
Ant-Man (2015),tt0478970,117,64,"Action,Adventure,Sci-Fi",7,2015,"Armed with a super-suit with the astonishing ability to shrink in scale but increase in strength, cat burglar Scott Lang must embrace his inner hero and help his mentor, Dr. Hank Pym, plan and pull off a heist that will save the world.",Peyton Reed,"Paul Rudd,Michael Douglas,Corey Stoll,Evangeline Lilly",
Trainwreck (2015),tt3152624,125,75,"Comedy,Romance",7,2015,"Having thought that monogamy was never possible, a commitment-phobic career woman may have to face her fears when she meets a good guy.",Judd Apatow,"Amy Schumer,Bill Hader,Brie Larson,Colin Quinn",
Irrational Man (2015),tt3715320,95,53,"Drama,Mystery",7,2015,A tormented philosophy professor finds a will to live when he commits an existential act.,Woody Allen,"Joaquin Phoenix,Emma Stone,Parker Posey,Joe Stapleton",
The Look of Silence (2014),tt3521134,103,92,Documentary,7,2015,A family that survives the genocide in Indonesia confronts the men who killed one of their brothers.,Joshua Oppenheimer,,
Mr. Holmes (2015),tt3168230,104,67,"Drama,Mystery",7,2015,"An aged, retired Sherlock Holmes, deals with early dementia, as he tries to remember his final case and a woman, the memory of whom still haunts him. He also befriends a fan, the young son of his housekeeper, who wants him to work again.",Bill Condon,"Ian McKellen,Laura Linney,Hiroyuki Sanada,Hattie Morahan",
The Stanford Prison Experiment (2015),tt0420293,122,67,"Drama,Thriller",7,2015,Twenty-four male students out of seventy-five were selected to take on randomly assigned roles of prisoners and guards in a mock prison situated in the basement of the Stanford psychology building.,Kyle Patrick Alvarez,"Ezra Miller,Tye Sheridan,Billy Crudup,Olivia Thirlby",
Lila & Eve (2015),tt3442990,94,45,"Drama,Thriller",7,2015,"Two distraught mothers, whose children were gunned down in a drive-by, team up to avenge their deaths after local authorities fail to take action.",Charles Stone III,"Viola Davis,Jennifer Lopez,Andre Royo,Shea Whigham",
Pixels (2015),tt2120120,106,27,"Action,Comedy,Sci-Fi",7,2015,"When aliens misinterpret video feeds of classic arcade games as a declaration of war, they attack the Earth in the form of the video games.",Chris Columbus,"Adam Sandler,Kevin James,Michelle Monaghan,Peter Dinklage",
Paper Towns (2015),tt3622592,109,56,"Drama,Mystery,Romance",7,2015,"After an all night adventure, Quentin's life-long crush, Margo, disappears, leaving behind clues that Quentin and his friends follow on the journey of a lifetime.",Jake Schreier,"Nat Wolff,Cara Delevingne,Austin Abrams,Justice Smith",
Southpaw (2015),tt1798684,124,57,"Action,Drama,Sport,Thriller",7,2015,Boxer Billy Hope turns to trainer Tick Wills to help him get his life back on track after losing his wife in a tragic accident and his daughter to child protection services.,Antoine Fuqua,"Jake Gyllenhaal,Rachel McAdams,Oona Laurence,Forest Whitaker",
The Vatican Tapes (2015),tt1524575,91,37,"Horror,Thriller",7,2015,A priest and two Vatican exorcists must do battle with an ancient satanic force to save the soul of a young woman.,Mark Neveldine,"Olivia Taylor Dudley,Michael Peña,Dougray Scott,Djimon Hounsou",
